T_in,C_A0,tau,V,pred_T,pred_C_A,pred_C_B,pred_C_C,surrogate_optimization_time_s
355.0,1.9,7.5,1.9,367.1241013624108,1.535073938543319,0.007430072980394068,1.479943028146092e-06,0.2949254349999819
