T_in,C_A0,tau,V,T,C_A,C_B,C_C,success,residual_norm
308.9775015264139,1.7021981876039227,1.200637029679178,1.7031904923010253,308.66057021696093,1.7021573470446307,4.084052438262464e-05,3.490941293491316e-11,True,5.101102245343898e-17
319.56297737800475,1.4775379148030234,1.4731634472701622,0.5763745230309352,318.68274683005626,1.477441445577012,9.646898742982055e-05,2.385815350852316e-10,True,8.152566202697903e-17
328.11458482497363,1.4281160381210876,1.9125494880377534,0.06910249665611491,326.6326725765864,1.4278961231445504,0.00021991363337502717,1.3431622309485319e-09,True,4.624644665291639e-17
357.71890999370015,0.942953476412029,4.587394123621049,0.7286753052876117,354.8129690241073,0.9406278615826953,0.002325350932052357,2.638972813245483e-07,True,1.4630881277822405e-17
359.385808434298,1.120730748861431,2.6022706974854395,0.8942307034012278,360.1675418499422,1.118553883003603,0.0021766664524686605,1.9940535949985557e-07,True,2.235507662036826e-16
352.6803994564089,1.0354165757430167,6.378039797629147,0.61833633457763,347.0603118454732,1.0332454698143498,0.002170904323668765,2.0160499795090169e-07,True,2.64666779565671e-17
321.00843965568384,0.9401200896221644,4.453376917111887,0.3022386136336979,318.06225993029375,0.9399432279687551,0.0001768603975691329,1.2558402615485838e-09,True,1.9240785481815776e-17
310.39761564947605,1.835946362156051,3.1293048111355466,0.6608019420075555,309.5123041466915,1.835823269998775,0.00012309186166758288,2.956083385644903e-10,True,1.3252440530173298e-17
341.31144193572635,1.1769556049811853,5.028413427206455,1.0474823229172194,336.57115847552365,1.1759901482910393,0.0009654235024696805,3.3187676306159213e-08,True,8.138257280221958e-18
356.9118243378114,1.1047129485893212,1.7760292343789774,1.8632939234076438,356.6469094438554,1.103529917854347,0.0011829720133482414,5.872162597055266e-08,True,3.819638652535155e-17
312.6392788033145,1.4994326399823372,1.4388146683122747,1.1821533646356674,312.0696084177917,1.4993757857167027,5.6854187180127675e-05,7.8454512069326e-11,True,9.800915303608742e-17
349.40855084133756,1.5725736912398274,2.880744994547224,0.7372788334865692,349.1931017105685,1.5708629389490802,0.001710669077131721,8.321361526416869e-08,True,2.0725105589799303e-16
315.7269513388696,1.3082735143392705,2.7055314194450353,0.2166930561506602,314.3951560892439,1.3081612501813684,0.00011226380225981927,3.5564215587913175e-10,True,5.087394184096868e-17
321.3713716360964,1.1449495950076236,2.9390983566638744,0.10946671949100562,319.39769545001525,1.1447920453682527,0.00015754881464208857,8.24728664723216e-10,True,3.943125547363731e-17
311.36526588623036,1.9232454388453104,3.760197357006762,0.38052263859863095,310.23864122881446,1.9230810610132605,0.00016437732651501154,5.055347826791014e-10,True,3.4905500662629903e-17
303.5295944977052,1.7204800518356944,2.664213873270639,0.3146557014644757,303.3426915200463,1.7204212977859503,5.8753980661979e-05,6.908205014262906e-11,True,2.922149579793724e-17
339.17011716706963,1.870753657310266,1.8298198521323175,0.09885270441282434,338.2916436595876,1.8701248995617799,0.000628748816122052,8.932364139149696e-09,True,3.374117832581812e-17
320.15888864166186,1.8822877554255464,0.9216646748987462,0.9566375536106255,319.64844935718384,1.882204950557269,8.280472950894329e-05,1.3876844694195143e-10,True,1.283782541426106e-16
347.15372213260395,1.89130292297331,2.8299632928911,0.17621233727406155,347.67580559189435,1.8894696363927337,0.0018332077277094893,7.88528668281033e-08,True,2.7588898563984347e-16
337.7228690395285,1.6546510953707232,5.399615967752348,0.7256094537348358,333.89079052758086,1.6534414291772777,0.0012096296651453679,3.652830016452206e-08,True,1.6836223027828852e-17
320.3776065488827,1.1106540322555687,7.352603927047747,0.28725294809282065,316.1557074841603,1.1103566121180988,0.00029741716516287097,2.9723070600188686e-09,True,2.481724407607631e-18
338.9845579021729,1.7622756153960317,5.560780837377085,0.2991414858624354,335.4871411650711,1.7607926001701137,0.001482963227488239,5.199842980166681e-08,True,1.0393999642226555e-17
337.33224316609676,1.8369436445461655,3.4149731808875607,1.0690641125219085,335.30812944356165,1.836005737536956,0.0009378870821545152,1.992705477067482e-08,True,5.955881816496982e-17
317.3602173399463,1.1793776122287887,3.4979023256727957,0.4556062909181879,315.4624287668235,1.179235289924319,0.00014232166628277984,6.38186694741348e-10,True,5.2040192823221753e-17
327.4371680822286,1.8066207017546982,6.581518568210395,1.16924796796563,323.2822869023764,1.8058738610547314,0.0007468286830604051,1.2016906321969918e-08,True,2.7649900873924975e-17
